Date,Region,Country,Supplier Name,Inventory,Lead Time (days),Transport Status,News Sentiment,Weather Condition,Risk Factor
2024-09-19,Europe,USA,Myers-Williams,8042,30,In Transit,Government announces subsidies for tomato farmers.,Unexpected frost damaging crops,High
2024-11-27,Europe,Canada,Porter-Mercer,82896,9,Awaiting Dispatch,Tomato prices soar due to unexpected frost in the region.,Mild rainfall aiding crop growth,Low
2024-10-23,Asia,Germany,"Floyd, Abbott and Hull",42603,22,Delayed,Pest infestation reduces tomato output in key regions.,High humidity increasing pest risks,High
2024-10-12,Africa,Australia,"Williams, Nunez and English",30619,24,In Transit,Labor shortages affect harvesting in rural areas.,Heavy rainfall causing waterlogging,High
2024-04-05,Oceania,USA,"Villa, Duncan and Adams",51094,11,In Transit,Drought conditions lead to reduced tomato supply.,Drought leading to crop failure,Medium
2025-01-06,Asia,India,Stewart-Craig,76782,19,Delayed,Farmers report higher yields thanks to favorable weather.,Heavy rainfall causing waterlogging,High
2025-01-11,North America,South Africa,Pratt-Riley,1134,7,Awaiting Dispatch,Pest infestation reduces tomato output in key regions.,Drought leading to crop failure,High
2024-11-11,Asia,South Africa,"Moore, Franklin and Peck",5333,14,In Transit,Labor shortages affect harvesting in rural areas.,Heavy rainfall causing waterlogging,Medium
2024-02-18,North America,China,Middleton-Fisher,61118,8,In Transit,Improved infrastructure reduces transportation delays.,High humidity increasing pest risks,Low
2025-01-11,Asia,South Africa,Nolan-Gay,99889,28,Awaiting Dispatch,Labor shortages affect harvesting in rural areas.,Mild rainfall aiding crop growth,High
2024-05-08,North America,USA,"Miller, Moses and Lawson",64761,20,Awaiting Dispatch,Government announces subsidies for tomato farmers.,Unexpected frost damaging crops,Medium
2024-01-24,Africa,China,Smith Inc,73384,14,In Transit,Heavy rainfall damages crops in major producing areas.,Heavy rainfall causing waterlogging,Medium
2024-09-28,Europe,South Africa,Wright and Sons,45639,24,Awaiting Dispatch,Government announces subsidies for tomato farmers.,High humidity increasing pest risks,High
2024-06-28,South America,Australia,"Curtis, Guerra and Watson",89586,28,Awaiting Dispatch,Labor shortages affect harvesting in rural areas.,Heavy rainfall causing waterlogging,High
2024-03-25,Asia,Canada,Boone-Jones,96488,3,In Transit,Farmers report higher yields thanks to favorable weather.,Drought leading to crop failure,Medium
2024-02-29,Asia,India,Brown PLC,65686,20,Awaiting Dispatch,Export restrictions lead to surplus in local markets.,Sunny and favorable for farming,Medium
2024-04-25,Asia,USA,Figueroa Group,65258,15,Awaiting Dispatch,Farmers report higher yields thanks to favorable weather.,High humidity increasing pest risks,Medium
2024-09-24,Oceania,South Africa,Garcia Ltd,51411,4,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,Unexpected frost damaging crops,Low
2024-09-12,North America,Australia,Jordan Ltd,93194,3,Awaiting Dispatch,Delays in transportation cause supply chain disruptions.,Sunny and favorable for farming,High
2024-11-14,Europe,Germany,Davis Inc,55288,4,Delayed,Labor shortages affect harvesting in rural areas.,Sunny and favorable for farming,High
2024-07-04,Africa,Germany,Hall-Lane,37443,15,In Transit,Improved infrastructure reduces transportation delays.,Mild rainfall aiding crop growth,Medium
2024-07-19,South America,Canada,Holland Inc,10350,3,Delayed,Drought conditions lead to reduced tomato supply.,Mild rainfall aiding crop growth,High
2024-03-12,Oceania,USA,"Weeks, Nguyen and Owens",45434,2,Awaiting Dispatch,Labor shortages affect harvesting in rural areas.,Heavy rainfall causing waterlogging,Low
2024-11-17,Africa,India,Simmons-Johnston,20635,15,Awaiting Dispatch,Improved infrastructure reduces transportation delays.,Unexpected frost damaging crops,Medium
2025-01-10,Oceania,Canada,Chaney and Sons,87915,22,In Transit,Delays in transportation cause supply chain disruptions.,Heavy rainfall causing waterlogging,High
2024-07-24,Africa,USA,Smith-Graham,75979,16,Delayed,Tomato prices soar due to unexpected frost in the region.,Heavy rainfall causing waterlogging,High
2024-08-23,Europe,Canada,"Sandoval, Hoffman and Wiggins",84570,30,Awaiting Dispatch,Labor shortages affect harvesting in rural areas.,Unexpected frost damaging crops,High
2024-08-26,Africa,Brazil,Sanford PLC,31088,13,Awaiting Dispatch,Tomato prices soar due to unexpected frost in the region.,Mild rainfall aiding crop growth,Medium
2024-03-21,Asia,Germany,"Contreras, Pearson and Buchanan",88986,30,In Transit,Labor shortages affect harvesting in rural areas.,Strong winds causing crop damage,High
2024-08-03,South America,China,Thomas-Sweeney,98298,16,In Transit,Pest infestation reduces tomato output in key regions.,Sunny and favorable for farming,Medium
2024-08-08,South America,Germany,Frank PLC,28018,26,Delayed,Farmers report higher yields thanks to favorable weather.,High humidity increasing pest risks,High
2024-03-07,Oceania,South Africa,Parker-Morton,34365,29,In Transit,Government announces subsidies for tomato farmers.,Mild rainfall aiding crop growth,High
2024-08-30,Asia,Brazil,Johnson Group,66766,30,In Transit,Export restrictions lead to surplus in local markets.,Drought leading to crop failure,High
2024-07-19,South America,China,"Johnson, Adkins and Diaz",43475,24,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,High humidity increasing pest risks,High
2024-01-31,North America,India,Velasquez-Reynolds,11612,29,Delayed,Delays in transportation cause supply chain disruptions.,Mild rainfall aiding crop growth,High
2024-08-18,North America,USA,Graham-Whitaker,15556,15,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,Strong winds causing crop damage,High
2024-07-12,Europe,Germany,Brown Inc,11920,6,Awaiting Dispatch,Drought conditions lead to reduced tomato supply.,Unexpected frost damaging crops,Low
2024-05-27,Europe,Brazil,Watkins-Green,24691,17,Delayed,Heavy rainfall damages crops in major producing areas.,Drought leading to crop failure,High
2024-12-15,North America,Brazil,"Thompson, Lewis and Smith",72650,1,Awaiting Dispatch,Farmers report higher yields thanks to favorable weather.,Heavy rainfall causing waterlogging,Low
2024-04-21,Africa,Germany,Holder-Peterson,25647,20,Delayed,Improved infrastructure reduces transportation delays.,Heavy rainfall causing waterlogging,High
2024-11-26,South America,Australia,Becker-Cooper,12290,12,In Transit,Labor shortages affect harvesting in rural areas.,Sunny and favorable for farming,Medium
2024-05-20,Asia,Brazil,"Martin, Schultz and Mcmahon",38705,23,In Transit,Drought conditions lead to reduced tomato supply.,Mild rainfall aiding crop growth,High
2024-10-03,Africa,South Africa,"Jackson, Valenzuela and Sims",59223,5,Awaiting Dispatch,Improved infrastructure reduces transportation delays.,Sunny and favorable for farming,Low
2024-03-09,South America,USA,Jones LLC,36603,14,In Transit,Labor shortages affect harvesting in rural areas.,Heavy rainfall causing waterlogging,Medium
2025-01-15,North America,India,Richards and Sons,33138,11,Awaiting Dispatch,Improved infrastructure reduces transportation delays.,Mild rainfall aiding crop growth,Medium
2024-10-26,South America,South Africa,Boyd-Scott,92704,3,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,Mild rainfall aiding crop growth,Low
2024-05-25,North America,Germany,Duran PLC,59942,4,Delayed,Improved infrastructure reduces transportation delays.,Mild rainfall aiding crop growth,High
2024-02-23,Oceania,Canada,Summers-Schneider,28220,14,In Transit,Farmers report higher yields thanks to favorable weather.,Heavy rainfall causing waterlogging,Medium
2024-12-15,North America,South Africa,"Klein, Smith and Long",73113,11,Awaiting Dispatch,Drought conditions lead to reduced tomato supply.,High humidity increasing pest risks,Medium
2024-04-27,Africa,USA,Duran Ltd,87311,2,In Transit,Improved infrastructure reduces transportation delays.,Heavy rainfall causing waterlogging,Low
2024-08-29,Oceania,Germany,Leblanc PLC,67951,16,In Transit,Delays in transportation cause supply chain disruptions.,Strong winds causing crop damage,High
2024-07-17,Oceania,Australia,Nicholson PLC,67396,23,Delayed,Farmers report higher yields thanks to favorable weather.,Mild rainfall aiding crop growth,High
2024-07-12,Asia,Canada,"Edwards, Vargas and Hughes",15791,8,In Transit,Farmers report higher yields thanks to favorable weather.,Heavy rainfall causing waterlogging,Low
2024-09-07,Africa,China,Sanchez Group,68760,19,In Transit,Heavy rainfall damages crops in major producing areas.,Drought leading to crop failure,Medium
2024-03-29,North America,South Africa,"Wilson, George and Morton",63235,3,In Transit,Pest infestation reduces tomato output in key regions.,Heavy rainfall causing waterlogging,Medium
2024-02-13,Oceania,USA,"Brown, Curry and Pacheco",34210,29,Awaiting Dispatch,Improved infrastructure reduces transportation delays.,Mild rainfall aiding crop growth,High
2024-05-25,Oceania,China,Rosario-Reyes,11752,16,In Transit,Government announces subsidies for tomato farmers.,Mild rainfall aiding crop growth,Medium
2024-09-06,Asia,China,Liu-Meyers,77721,5,In Transit,Tomato prices soar due to unexpected frost in the region.,Unexpected frost damaging crops,Low
2024-11-05,Africa,USA,Martin Ltd,70073,8,In Transit,Heavy rainfall damages crops in major producing areas.,Mild rainfall aiding crop growth,Low
2024-09-01,Asia,USA,"Klein, Taylor and Houston",65806,21,In Transit,Government announces subsidies for tomato farmers.,Sunny and favorable for farming,High
2024-05-22,Africa,China,"Shaw, Campos and Schmidt",6671,24,In Transit,Tomato prices soar due to unexpected frost in the region.,High humidity increasing pest risks,High
2024-07-19,Asia,Brazil,"Smith, Graves and Giles",56168,28,Delayed,Government announces subsidies for tomato farmers.,Mild rainfall aiding crop growth,High
2024-10-20,South America,South Africa,West LLC,73803,14,Delayed,Export restrictions lead to surplus in local markets.,Sunny and favorable for farming,High
2024-07-04,South America,China,Jones-Ward,4455,4,In Transit,Heavy rainfall damages crops in major producing areas.,Unexpected frost damaging crops,Medium
2024-04-23,Asia,South Africa,"Washington, Fritz and Hicks",56930,11,Delayed,Farmers report higher yields thanks to favorable weather.,Heavy rainfall causing waterlogging,High
2025-01-03,Africa,USA,Johnson Group,3301,16,Delayed,Drought conditions lead to reduced tomato supply.,Unexpected frost damaging crops,High
2025-01-14,South America,Canada,"Weber, Hansen and Mitchell",6777,21,In Transit,Labor shortages affect harvesting in rural areas.,Mild rainfall aiding crop growth,High
2024-10-04,Oceania,Brazil,Meyer-Walker,9470,8,In Transit,Heavy rainfall damages crops in major producing areas.,Drought leading to crop failure,Medium
2024-10-27,Asia,South Africa,"Hill, Cochran and Mason",27256,15,Awaiting Dispatch,Farmers report higher yields thanks to favorable weather.,Sunny and favorable for farming,Medium
2024-03-19,Europe,India,Jackson-Campos,75669,1,In Transit,Farmers report higher yields thanks to favorable weather.,Unexpected frost damaging crops,Low
2024-05-17,Asia,China,Ruiz Ltd,86517,6,Delayed,Government announces subsidies for tomato farmers.,Mild rainfall aiding crop growth,High
2024-01-26,North America,USA,Foster and Sons,34661,26,Awaiting Dispatch,Labor shortages affect harvesting in rural areas.,Drought leading to crop failure,High
2024-10-29,North America,Australia,Baker Group,20451,12,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,Strong winds causing crop damage,High
2024-12-25,Africa,South Africa,Cox-Evans,68550,21,Awaiting Dispatch,Drought conditions lead to reduced tomato supply.,Drought leading to crop failure,High
2024-08-02,South America,India,Castro LLC,90899,30,Delayed,Export restrictions lead to surplus in local markets.,Unexpected frost damaging crops,High
2024-04-19,Africa,Germany,Bradshaw Group,77975,1,Delayed,Tomato prices soar due to unexpected frost in the region.,Drought leading to crop failure,High
2024-03-11,Europe,China,Calhoun PLC,61693,13,In Transit,Labor shortages affect harvesting in rural areas.,Heavy rainfall causing waterlogging,Medium
2024-07-10,Africa,USA,Murphy PLC,10632,27,In Transit,Drought conditions lead to reduced tomato supply.,Drought leading to crop failure,High
2024-12-05,North America,India,Gonzales Ltd,11135,11,Delayed,Delays in transportation cause supply chain disruptions.,High humidity increasing pest risks,High
2024-02-27,Africa,India,Rose Group,48871,6,In Transit,Drought conditions lead to reduced tomato supply.,Drought leading to crop failure,Medium
2024-10-02,Oceania,South Africa,"Levy, Mccullough and Reese",77857,15,In Transit,Pest infestation reduces tomato output in key regions.,Mild rainfall aiding crop growth,Medium
2024-11-02,Oceania,Brazil,"Mathis, Carney and Murphy",50262,19,Awaiting Dispatch,Pest infestation reduces tomato output in key regions.,Mild rainfall aiding crop growth,Medium
2024-12-11,Oceania,South Africa,Kemp LLC,55053,14,In Transit,Labor shortages affect harvesting in rural areas.,Strong winds causing crop damage,High
2024-07-27,Asia,South Africa,Lopez-Cain,49303,6,In Transit,Farmers report higher yields thanks to favorable weather.,Drought leading to crop failure,Medium
2024-12-06,Europe,Germany,"Rogers, Harper and Norris",26325,3,In Transit,Farmers report higher yields thanks to favorable weather.,Drought leading to crop failure,Medium
2024-12-06,North America,China,Bradley and Sons,43775,21,Awaiting Dispatch,Labor shortages affect harvesting in rural areas.,Unexpected frost damaging crops,High
2024-03-06,Africa,Brazil,"Garcia, Rivera and Silva",13061,22,Delayed,Government announces subsidies for tomato farmers.,Drought leading to crop failure,High
